Province/State,Country/Region,Confirmed,Deaths,Recovered
"Kewaunee, Wisconsin, US",US,7,1,0
"Kimball, Nebraska, US",US,9,0,0
"King, Washington, US",US,4828,346,0
"King George, Virginia, US",US,18,0,0
"King William, Virginia, US",US,2,0,0
"King and Queen, Virginia, US",US,2,0,0
"Kingfisher, Oklahoma, US",US,6,0,0
"Kings, California, US",US,27,1,0
"Kingsbury, South Dakota, US",US,0,0,0
"Kiowa, Oklahoma, US",US,3,0,0
"Kit Carson, Colorado, US",US,17,1,0
"Kitsap, Washington, US",US,137,1,0
"Kittitas, Washington, US",US,14,0,0
"Kittson, Minnesota, US",US,1,0,0
"Klamath, Oregon, US",US,30,0,0
"Kleberg, Texas, US",US,5,1,0
"Klickitat, Washington, US",US,13,3,0
"Knott, Kentucky, US",US,3,0,0
"Knox, Illinois, US",US,9,0,0
"Knox, Indiana, US",US,18,0,0
"Knox, Kentucky, US",US,5,0,0
"Knox, Maine, US",US,12,0,0
"Knox, Nebraska, US",US,2,0,0
"Knox, Ohio, US",US,10,1,0
"Knox, Tennessee, US",US,190,4,0
"Knox, Texas, US",US,1,0,0
"Kodiak Island, Alaska, US",US,1,0,0
"Koochiching, Minnesota, US",US,1,0,0
"Kootenai, Idaho, US",US,50,0,0
"Kosciusko, Indiana, US",US,21,1,0
"Kossuth, Iowa, US",US,1,0,0
"La Crosse, Wisconsin, US",US,25,0,0
"La Paz, Arizona, US",US,4,1,0
"La Plata, Colorado, US",US,52,0,0
"La Salle, Texas, US",US,1,0,0
"LaGrange, Indiana, US",US,15,1,0
"LaPorte, Indiana, US",US,135,5,0
"LaSalle, Illinois, US",US,27,1,0
"LaSalle, Louisiana, US",US,13,0,0
"Labette, Kansas, US",US,20,0,0
"Lac qui Parle, Minnesota, US",US,1,0,0
"Lackawanna, Pennsylvania, US",US,595,41,0
"Lafayette, Arkansas, US",US,4,0,0
"Lafayette, Florida, US",US,1,0,0
"Lafayette, Louisiana, US",US,402,17,0
"Lafayette, Mississippi, US",US,61,3,0
"Lafayette, Missouri, US",US,29,1,0
"Lafayette, Wisconsin, US",US,3,0,0
"Lafourche, Louisiana, US",US,541,25,0
"Lake, California, US",US,6,0,0
"Lake, Colorado, US",US,8,0,0
"Lake, Florida, US",US,201,6,0
"Lake, Illinois, US",US,2087,75,0
"Lake, Indiana, US",US,1060,45,0
"Lake, Michigan, US",US,2,0,0
"Lake, Montana, US",US,5,0,0
"Lake, Ohio, US",US,127,6,0
"Lake, South Dakota, US",US,3,0,0
"Lake, Tennessee, US",US,4,0,0
"Lamar, Alabama, US",US,8,0,0
"Lamar, Georgia, US",US,25,0,0
"Lamar, Mississippi, US",US,66,1,0
"Lamar, Texas, US",US,7,0,0
"Lamb, Texas, US",US,2,0,0
"Lamoille, Vermont, US",US,21,2,0
"Lampasas, Texas, US",US,2,0,0
"Lancaster, Nebraska, US",US,80,1,0
"Lancaster, Pennsylvania, US",US,1090,98,0
"Lancaster, South Carolina, US",US,77,2,0
"Lancaster, Virginia, US",US,1,0,0
"Lane, Oregon, US",US,47,1,0
"Lanier, Georgia, US",US,5,1,0
"Lapeer, Michigan, US",US,125,18,0
"Laramie, Wyoming, US",US,71,0,0
"Larimer, Colorado, US",US,227,12,0
"Larue, Kentucky, US",US,5,0,0
"Las Animas, Colorado, US",US,3,0,0
"Latah, Idaho, US",US,3,0,0
"Latimer, Oklahoma, US",US,3,1,0
"Lauderdale, Alabama, US",US,19,4,0
"Lauderdale, Mississippi, US",US,188,14,0
"Lauderdale, Tennessee, US",US,15,0,0
"Laurel, Kentucky, US",US,11,2,0
"Laurens, Georgia, US",US,42,1,0
"Laurens, South Carolina, US",US,19,1,0
"Lavaca, Texas, US",US,4,0,0
"Lawrence, Alabama, US",US,9,0,0
"Lawrence, Arkansas, US",US,25,1,0
"Lawrence, Illinois, US",US,2,0,0
"Lawrence, Indiana, US",US,70,9,0
"Lawrence, Kentucky, US",US,1,0,0
"Lawrence, Mississippi, US",US,16,0,0
"Lawrence, Ohio, US",US,21,0,0
"Lawrence, Pennsylvania, US",US,54,5,0
"Lawrence, South Dakota, US",US,9,0,0
"Lawrence, Tennessee, US",US,15,0,0
"Le Flore, Oklahoma, US",US,6,0,0
"Le Sueur, Minnesota, US",US,22,0,0
"Lea, New Mexico, US",US,2,0,0
"Leake, Mississippi, US",US,76,1,0
"Leavenworth, Kansas, US",US,126,2,0
"Lebanon, Pennsylvania, US",US,480,4,0
"Lee, Alabama, US",US,294,14,0
"Lee, Arkansas, US",US,2,1,0
"Lee, Florida, US",US,742,27,0
"Lee, Georgia, US",US,257,15,0
"Lee, Illinois, US",US,17,0,0
"Lee, Iowa, US",US,3,0,0
"Lee, Mississippi, US",US,56,4,0
"Lee, North Carolina, US",US,34,0,0
"Lee, South Carolina, US",US,37,5,0
"Lee, Texas, US",US,2,0,0
"Lee, Virginia, US",US,7,0,0
"Leelanau, Michigan, US",US,8,0,0
"Leflore, Mississippi, US",US,84,7,0
"Lehigh, Pennsylvania, US",US,2171,32,0
"Lenawee, Michigan, US",US,64,0,0
"Lenoir, North Carolina, US",US,20,1,0
"Leon, Florida, US",US,175,1,0
"Leon, Texas, US",US,5,0,0
"Leslie, Kentucky, US",US,2,0,0
"Letcher, Kentucky, US",US,1,0,0
"Levy, Florida, US",US,12,0,0
"Lewis, Idaho, US",US,0,0,0
"Lewis, Kentucky, US",US,3,0,0
"Lewis, New York, US",US,8,0,0
"Lewis, Tennessee, US",US,2,0,0
"Lewis, Washington, US",US,18,2,0
"Lewis, West Virginia, US",US,2,0,0
"Lewis and Clark, Montana, US",US,16,0,0
"Lexington, South Carolina, US",US,264,9,0
"Lexington, Virginia, US",US,3,0,0
"Liberty, Florida, US",US,2,0,0
"Liberty, Georgia, US",US,32,0,0
"Liberty, Montana, US",US,1,0,0
"Liberty, Texas, US",US,32,0,0
"Licking, Ohio, US",US,98,4,0
"Limestone, Alabama, US",US,40,0,0
"Limestone, Texas, US",US,10,1,0
"Lincoln, Arkansas, US",US,111,0,0
"Lincoln, Colorado, US",US,3,0,0
"Lincoln, Georgia, US",US,9,0,0
"Lincoln, Idaho, US",US,17,0,0
"Lincoln, Kentucky, US",US,3,1,0
"Lincoln, Louisiana, US",US,47,2,0
"Lincoln, Maine, US",US,12,0,0
"Lincoln, Minnesota, US",US,2,0,0
"Lincoln, Mississippi, US",US,95,6,0
"Lincoln, Missouri, US",US,34,1,0
"Lincoln, Montana, US",US,6,1,0
"Lincoln, Nebraska, US",US,17,1,0
"Lincoln, Nevada, US",US,0,0,0
"Lincoln, New Mexico, US",US,1,0,0
"Lincoln, North Carolina, US",US,19,0,0
"Lincoln, Oklahoma, US",US,10,0,0
"Lincoln, Oregon, US",US,4,0,0
"Lincoln, South Dakota, US",US,90,0,0
"Lincoln, Tennessee, US",US,10,0,0
"Lincoln, Washington, US",US,2,0,0
"Lincoln, West Virginia, US",US,1,0,0
"Lincoln, Wyoming, US",US,5,0,0
"Linn, Iowa, US",US,370,25,0
"Linn, Kansas, US",US,6,0,0
"Linn, Missouri, US",US,4,1,0
"Linn, Oregon, US",US,53,6,0
"Litchfield, Connecticut, US",US,552,48,0
"Live Oak, Texas, US",US,3,0,0
"Livingston, Illinois, US",US,17,0,0
"Livingston, Kentucky, US",US,1,0,0
"Livingston, Louisiana, US",US,140,8,0
"Livingston, Michigan, US",US,268,11,0
"Livingston, Missouri, US",US,2,0,0
"Livingston, New York, US",US,36,3,0
"Llano, Texas, US",US,3,0,0
"Logan, Arkansas, US",US,3,0,0
"Logan, Colorado, US",US,16,1,0
"Logan, Illinois, US",US,4,0,0
"Logan, Kentucky, US",US,8,0,0
"Logan, Nebraska, US",US,0,0,0
"Logan, Ohio, US",US,13,0,0
"Logan, Oklahoma, US",US,9,0,0
"Logan, West Virginia, US",US,7,1,0
"Long, Georgia, US",US,2,0,0
"Lonoke, Arkansas, US",US,26,0,0
"Lorain, Ohio, US",US,277,17,0
"Los Alamos, New Mexico, US",US,6,0,0
"Los Angeles, California, US",US,11741,600,0
"Loudon, Tennessee, US",US,22,0,0
"Loudoun, Virginia, US",US,417,8,0
"Louisa, Iowa, US",US,210,2,0
"Louisa, Virginia, US",US,33,0,0
"Love, Oklahoma, US",US,2,0,0
"Lowndes, Alabama, US",US,28,0,0
"Lowndes, Georgia, US",US,92,3,0
"Lowndes, Mississippi, US",US,31,1,0
"Lubbock, Texas, US",US,391,28,0
"Lucas, Ohio, US",US,756,33,0
"Luce, Michigan, US",US,1,0,0
"Lumpkin, Georgia, US",US,23,0,0
"Luna, New Mexico, US",US,3,0,0
"Lunenburg, Virginia, US",US,3,0,0
"Luzerne, Pennsylvania, US",US,1707,34,0
"Lycoming, Pennsylvania, US",US,37,0,0
"Lyman, South Dakota, US",US,2,0,0
"Lynchburg, Virginia, US",US,38,0,0
"Lynn, Texas, US",US,5,0,0
"Lyon, Iowa, US",US,5,0,0
"Lyon, Kansas, US",US,77,0,0
"Lyon, Kentucky, US",US,11,2,0
"Lyon, Minnesota, US",US,5,0,0
"Lyon, Nevada, US",US,16,0,0
"Mackinac, Michigan, US",US,4,0,0
"Macomb, Michigan, US",US,3969,391,0
"Macon, Alabama, US",US,23,2,0
"Macon, Georgia, US",US,49,0,0
"Macon, Illinois, US",US,47,7,0
"Macon, Missouri, US",US,2,0,0
"Macon, North Carolina, US",US,1,1,0
"Macon, Tennessee, US",US,30,3,0
"Macoupin, Illinois, US",US,21,0,0
"Madera, California, US",US,32,2,0
"Madison, Alabama, US",US,195,4,0
"Madison, Arkansas, US",US,1,0,0
"Madison, Florida, US",US,21,0,0
"Madison, Georgia, US",US,13,1,0
"Madison, Idaho, US",US,8,0,0
"Madison, Illinois, US",US,174,6,0
"Madison, Indiana, US",US,300,32,0
"Madison, Iowa, US",US,2,1,0
"Madison, Kentucky, US",US,20,1,0
"Madison, Louisiana, US",US,4,0,0
"Madison, Mississippi, US",US,131,4,0
"Madison, Missouri, US",US,1,0,0
"Madison, Montana, US",US,7,1,0
"Madison, Nebraska, US",US,7,2,0
"Madison, New York, US",US,112,5,0
"Madison, Ohio, US",US,27,3,0
"Madison, Tennessee, US",US,86,0,0
"Madison, Texas, US",US,2,0,0
"Madison, Virginia, US",US,8,0,0
"Mahaska, Iowa, US",US,8,0,0
"Mahnomen, Minnesota, US",US,1,0,0
"Mahoning, Ohio, US",US,541,48,0
"Major, Oklahoma, US",US,1,1,0
"Malheur, Oregon, US",US,5,0,0
"Manassas, Virginia, US",US,93,0,0
"Manassas Park, Virginia, US",US,25,0,0
"Manatee, Florida, US",US,386,31,0
"Manistee, Michigan, US",US,11,0,0
"Manitowoc, Wisconsin, US",US,6,0,0
"Marathon, Wisconsin, US",US,16,1,0
"Marengo, Alabama, US",US,25,1,0
"Maricopa, Arizona, US",US,2514,75,0
"Maries, Missouri, US",US,2,0,0
"Marin, California, US",US,179,10,0
"Marinette, Wisconsin, US",US,4,1,0
"Marion, Alabama, US",US,56,5,0
"Marion, Arkansas, US",US,1,0,0
"Marion, Florida, US",US,118,3,0
"Marion, Georgia, US",US,27,1,0
"Marion, Illinois, US",US,20,0,0
"Marion, Indiana, US",US,3697,192,0
"Marion, Iowa, US",US,4,0,0
"Marion, Kansas, US",US,5,0,0
"Marion, Kentucky, US",US,13,0,0
"Marion, Mississippi, US",US,42,1,0
"Marion, Ohio, US",US,1833,1,0
"Marion, Oregon, US",US,345,13,0
"Marion, South Carolina, US",US,14,1,0
"Marion, Tennessee, US",US,27,1,0
"Marion, Texas, US",US,3,0,0
"Marion, West Virginia, US",US,41,1,0
"Marlboro, South Carolina, US",US,28,0,0
"Marquette, Michigan, US",US,26,6,0
"Marquette, Wisconsin, US",US,2,1,0
"Marshall, Alabama, US",US,145,4,0
"Marshall, Illinois, US",US,4,0,0
"Marshall, Indiana, US",US,23,0,0
"Marshall, Iowa, US",US,155,0,0
"Marshall, Kentucky, US",US,12,0,0
"Marshall, Minnesota, US",US,1,0,0
"Marshall, Mississippi, US",US,36,2,0
"Marshall, Oklahoma, US",US,2,0,0
"Marshall, South Dakota, US",US,1,0,0
"Marshall, Tennessee, US",US,15,1,0
"Marshall, West Virginia, US",US,8,0,0
"Martin, Florida, US",US,147,4,0
"Martin, Indiana, US",US,5,0,0
"Martin, Kentucky, US",US,2,0,0
"Martin, Minnesota, US",US,35,4,0
"Martin, North Carolina, US",US,9,0,0
"Martin, Texas, US",US,2,0,0
"Martinsville, Virginia, US",US,0,0,0
"Mason, Illinois, US",US,4,0,0
"Mason, Kentucky, US",US,6,0,0
"Mason, Michigan, US",US,4,0,0
"Mason, Texas, US",US,1,0,0
"Mason, Washington, US",US,22,0,0
"Mason, West Virginia, US",US,11,0,0
"Massac, Illinois, US",US,3,0,0
"Matagorda, Texas, US",US,48,3,0
"Matanuska-Susitna, Alaska, US",US,18,0,0
"Mathews, Virginia, US",US,3,0,0
"Maui, Hawaii, US",US,102,4,0
"Maury, Tennessee, US",US,34,0,0
"Maverick, Texas, US",US,12,0,0
"Mayes, Oklahoma, US",US,16,3,0
"McCook, South Dakota, US",US,2,1,0
"McCormick, South Carolina, US",US,5,1,0
"McCracken, Kentucky, US",US,27,2,0
"McCreary, Kentucky, US",US,10,0,0
"McCulloch, Texas, US",US,3,0,0
"McDonald, Missouri, US",US,4,0,0
"McDonough, Illinois, US",US,3,0,0
"McDowell, North Carolina, US",US,20,0,0
"McDowell, West Virginia, US",US,6,0,0
"McDuffie, Georgia, US",US,35,2,0
"McHenry, Illinois, US",US,323,17,0
"McHenry, North Dakota, US",US,0,1,0
"McIntosh, Georgia, US",US,4,0,0
"McIntosh, North Dakota, US",US,1,0,0
"McKean, Pennsylvania, US",US,4,0,0
"McKenzie, North Dakota, US",US,10,0,0
"McKinley, New Mexico, US",US,358,5,0
"McLean, Illinois, US",US,82,3,0
"McLean, Kentucky, US",US,7,1,0
"McLean, North Dakota, US",US,3,0,0
"McLennan, Texas, US",US,72,4,0
"McLeod, Minnesota, US",US,3,0,0
"McMinn, Tennessee, US",US,6,0,0
"McNairy, Tennessee, US",US,9,0,0
"McPherson, Kansas, US",US,16,0,0
"Meade, Kentucky, US",US,2,1,0
"Meade, South Dakota, US",US,1,0,0
"Meagher, Montana, US",US,1,0,0
"Mecklenburg, North Carolina, US",US,1154,29,0
"Mecklenburg, Virginia, US",US,65,0,0
"Mecosta, Michigan, US",US,11,1,0
"Medina, Ohio, US",US,125,10,0
"Medina, Texas, US",US,13,2,0
"Meeker, Minnesota, US",US,3,0,0
"Meigs, Ohio, US",US,2,0,0
"Meigs, Tennessee, US",US,3,0,0
"Menard, Illinois, US",US,3,0,0
"Mendocino, California, US",US,5,0,0
"Menifee, Kentucky, US",US,3,0,0
"Menominee, Michigan, US",US,1,0,0
"Menominee, Wisconsin, US",US,1,0,0
"Merced, California, US",US,87,3,0
"Mercer, Illinois, US",US,5,0,0
"Mercer, Kentucky, US",US,9,0,0
"Mercer, New Jersey, US",US,2282,113,0
"Mercer, North Dakota, US",US,0,0,0
"Mercer, Ohio, US",US,12,1,0
"Mercer, Pennsylvania, US",US,58,1,0
"Mercer, West Virginia, US",US,8,0,0
"Meriwether, Georgia, US",US,42,0,0
"Merrick, Nebraska, US",US,7,0,0
"Merrimack, New Hampshire, US",US,94,0,0
"Mesa, Colorado, US",US,35,0,0
"Miami, Indiana, US",US,22,0,0
"Miami, Kansas, US",US,4,0,0
"Miami, Ohio, US",US,107,22,0
"Miami-Dade, Florida, US",US,9147,207,0
"Michigan Department of Corrections (MDOC), Michigan, US",US,539,17,0
"Middlesex, Connecticut, US",US,422,40,0
"Middlesex, Massachusetts, US",US,8365,372,0
"Middlesex, New Jersey, US",US,7688,329,0
"Middlesex, Virginia, US",US,3,0,0
"Midland, Michigan, US",US,43,2,0
"Midland, Texas, US",US,39,3,0
"Mifflin, Pennsylvania, US",US,20,0,0
"Milam, Texas, US",US,11,0,0
"Mille Lacs, Minnesota, US",US,0,1,0
"Miller, Arkansas, US",US,29,0,0
"Miller, Georgia, US",US,22,0,0
"Miller, Missouri, US",US,1,0,0
"Mills, Iowa, US",US,2,0,0
"Milwaukee, Wisconsin, US",US,2025,125,0
"Miner, South Dakota, US",US,1,0,0
"Mineral, Colorado, US",US,2,0,0
"Mineral, West Virginia, US",US,8,0,0
"Mingo, West Virginia, US",US,2,0,0
"Minidoka, Idaho, US",US,10,0,0
"Minnehaha, South Dakota, US",US,1359,3,0
"Missaukee, Michigan, US",US,3,1,0
"Mississippi, Arkansas, US",US,8,0,0
"Missoula, Montana, US",US,37,1,0
"Mitchell, Georgia, US",US,190,23,0
"Mitchell, Iowa, US",US,2,0,0
"Mitchell, Kansas, US",US,2,0,0
"Mitchell, North Carolina, US",US,5,0,0
"Mitchell, Texas, US",US,1,0,0
"Mobile, Alabama, US",US,633,28,0
"Moffat, Colorado, US",US,4,0,0
"Mohave, Arizona, US",US,53,1,0
"Moniteau, Missouri, US",US,39,0,0
"Monmouth, New Jersey, US",US,4443,226,0
"Mono, California, US",US,22,1,0
"Monona, Iowa, US",US,6,0,0
"Monongalia, West Virginia, US",US,85,2,0
"Monroe, Alabama, US",US,8,1,0
"Monroe, Arkansas, US",US,3,0,0
"Monroe, Florida, US",US,70,3,0
"Monroe, Georgia, US",US,14,1,0
"Monroe, Illinois, US",US,46,7,0
"Monroe, Indiana, US",US,110,4,0
"Monroe, Kentucky, US",US,3,0,0
"Monroe, Michigan, US",US,223,10,0
"Monroe, Mississippi, US",US,63,5,0
"Monroe, New York, US",US,964,68,0
"Monroe, Ohio, US",US,2,0,0
"Monroe, Pennsylvania, US",US,925,38,0
"Monroe, Tennessee, US",US,9,1,0
"Monroe, West Virginia, US",US,5,0,0
"Monroe, Wisconsin, US",US,13,0,0
"Montague, Texas, US",US,5,0,0
"Montcalm, Michigan, US",US,23,1,0
"Monterey, California, US",US,133,3,0
"Montezuma, Colorado, US",US,11,2,0
"Montgomery, Alabama, US",US,223,3,0
"Montgomery, Georgia, US",US,2,0,0
"Montgomery, Illinois, US",US,13,1,0
"Montgomery, Indiana, US",US,25,0,0
"Montgomery, Iowa, US",US,1,0,0
"Montgomery, Kansas, US",US,10,2,0
"Montgomery, Kentucky, US",US,9,0,0
"Montgomery, Maryland, US",US,2411,96,0
"Montgomery, Mississippi, US",US,14,1,0
"Montgomery, Missouri, US",US,7,0,0
"Montgomery, New York, US",US,34,1,0
"Montgomery, North Carolina, US",US,17,1,0
"Montgomery, Ohio, US",US,224,8,0
"Montgomery, Pennsylvania, US",US,2749,164,0
"Montgomery, Tennessee, US",US,117,2,0
"Montgomery, Texas, US",US,370,7,0
"Montgomery, Virginia, US",US,42,0,0
"Montmorency, Michigan, US",US,4,0,0
"Montour, Pennsylvania, US",US,48,0,0
"Montrose, Colorado, US",US,70,7,0
"Moody, South Dakota, US",US,1,0,0
"Moore, North Carolina, US",US,89,4,0
"Moore, Tennessee, US",US,2,0,0
"Moore, Texas, US",US,106,0,0
"Morehouse, Louisiana, US",US,34,3,0
"Morgan, Alabama, US",US,47,0,0
"Morgan, Colorado, US",US,155,2,0
"Morgan, Georgia, US",US,21,0,0
"Morgan, Illinois, US",US,11,1,0
"Morgan, Indiana, US",US,113,3,0
"Morgan, Kentucky, US",US,1,0,0
"Morgan, Missouri, US",US,2,0,0
"Morgan, Ohio, US",US,3,0,0
"Morgan, Tennessee, US",US,5,0,0
"Morgan, West Virginia, US",US,8,0,0
"Morrill, Nebraska, US",US,1,0,0
"Morris, Kansas, US",US,2,0,0
"Morris, New Jersey, US",US,3879,257,0
"Morris, Texas, US",US,5,0,0
"Morrison, Minnesota, US",US,1,0,0
"Morrow, Ohio, US",US,20,0,0
"Morrow, Oregon, US",US,5,0,0
"Morton, Kansas, US",US,2,0,0
"Morton, North Dakota, US",US,20,2,0
"Motley, Texas, US",US,1,0,0
"Moultrie, Illinois, US",US,2,0,0
"Mountrail, North Dakota, US",US,30,0,0
"Mower, Minnesota, US",US,27,0,0
"Muhlenberg, Kentucky, US",US,73,2,0
"Multnomah, Oregon, US",US,486,28,0
"Murray, Georgia, US",US,18,0,0
"Murray, Minnesota, US",US,3,0,0
"Murray, Oklahoma, US",US,1,0,0
"Muscatine, Iowa, US",US,203,4,0
"Muscogee, Georgia, US",US,215,4,0
"Muskegon, Michigan, US",US,137,6,0
"Muskingum, Ohio, US",US,8,0,0
"Muskogee, Oklahoma, US",US,23,3,0
"Musselshell, Montana, US",US,1,0,0
"Nacogdoches, Texas, US",US,83,6,0
"Nance, Nebraska, US",US,1,0,0
"Napa, California, US",US,45,2,0
"Nash, North Carolina, US",US,60,1,0
"Nassau, Florida, US",US,44,0,0
"Nassau, New York, US",US,28904,1109,0
"Natchitoches, Louisiana, US",US,56,1,0
"Natrona, Wyoming, US",US,38,0,0
"Navajo, Arizona, US",US,448,11,0
"Navarro, Texas, US",US,18,2,0
"Nelson, Kentucky, US",US,13,0,0
"Nelson, North Dakota, US",US,1,0,0
"Nelson, Virginia, US",US,5,0,0
"Nemaha, Nebraska, US",US,1,0,0
"Neosho, Kansas, US",US,2,0,0
"Neshoba, Mississippi, US",US,63,2,0
"Nevada, Arkansas, US",US,1,0,0
"Nevada, California, US",US,35,1,0
"New Castle, Delaware, US",US,1173,32,0
"New Hanover, North Carolina, US",US,67,1,0
"New Haven, Connecticut, US",US,4614,257,0
"New Kent, Virginia, US",US,17,0,0
"New London, Connecticut, US",US,329,10,0
"New Madrid, Missouri, US",US,9,0,0
"New York City, New York, US",US,124249,14451,0
"Newaygo, Michigan, US",US,7,0,0
"Newberry, South Carolina, US",US,20,1,0
"Newport, Rhode Island, US",US,103,0,0
"Newport News, Virginia, US",US,101,1,0
"Newton, Arkansas, US",US,2,0,0
"Newton, Georgia, US",US,125,3,0
"Newton, Indiana, US",US,27,4,0
"Newton, Mississippi, US",US,26,0,0
"Newton, Missouri, US",US,9,0,0
"Newton, Texas, US",US,2,0,0
"Nez Perce, Idaho, US",US,19,11,0
"Niagara, New York, US",US,237,9,0
"Nicholas, Kentucky, US",US,1,0,0
"Nicholas, West Virginia, US",US,4,0,0
"Nicollet, Minnesota, US",US,5,2,0
"Niobrara, Wyoming, US",US,1,0,0
"Noble, Indiana, US",US,33,3,0
"Noble, Ohio, US",US,6,0,0
"Noble, Oklahoma, US",US,6,0,0
"Nobles, Minnesota, US",US,60,0,0
"Nodaway, Missouri, US",US,3,0,0
"Nome, Alaska, US",US,1,0,0
"Norfolk, Massachusetts, US",US,3545,244,0
"Norfolk, Virginia, US",US,109,2,0
"Norman, Minnesota, US",US,4,0,0
"Northampton, North Carolina, US",US,70,2,0
"Northampton, Pennsylvania, US",US,1405,36,0
"Northampton, Virginia, US",US,7,0,0
"Northumberland, Pennsylvania, US",US,67,0,0
"Northumberland, Virginia, US",US,5,0,0
"Norton, Virginia, US",US,2,0,0
"Nottoway, Virginia, US",US,8,0,0
"Nowata, Oklahoma, US",US,13,0,0
"Noxubee, Mississippi, US",US,22,0,0
"Nueces, Texas, US",US,90,0,0
"Nye, Nevada, US",US,28,0,0
"O'Brien, Iowa, US",US,3,0,0
"Oakland, Michigan, US",US,5638,471,0
"Obion, Tennessee, US",US,8,1,0
"Ocean, New Jersey, US",US,4431,217,0
"Oceana, Michigan, US",US,2,1,0
"Oconee, Georgia, US",US,50,0,0
"Oconee, South Carolina, US",US,17,0,0
"Oconto, Wisconsin, US",US,4,0,0
"Ogemaw, Michigan, US",US,6,0,0
"Oglala Lakota, South Dakota, US",US,1,0,0
"Ogle, Illinois, US",US,47,1,0
"Oglethorpe, Georgia, US",US,30,2,0
"Ohio, Indiana, US",US,1,0,0
"Ohio, Kentucky, US",US,17,0,0
"Ohio, West Virginia, US",US,22,0,0
"Okaloosa, Florida, US",US,128,3,0
"Okanogan, Washington, US",US,15,0,0
"Okeechobee, Florida, US",US,7,0,0
"Okfuskee, Oklahoma, US",US,1,0,0
"Oklahoma, Oklahoma, US",US,537,23,0
"Okmulgee, Oklahoma, US",US,15,0,0
"Oktibbeha, Mississippi, US",US,41,2,0
"Oldham, Kentucky, US",US,22,0,0
"Oldham, Texas, US",US,2,1,0
"Oliver, North Dakota, US",US,1,0,0
"Olmsted, Minnesota, US",US,191,3,0
"Oneida, New York, US",US,268,7,0
"Oneida, Wisconsin, US",US,6,0,0
"Onondaga, New York, US",US,618,19,0
"Onslow, North Carolina, US",US,36,1,0
"Ontario, New York, US",US,70,0,0
"Ontonagon, Michigan, US",US,0,0,0
"Orange, California, US",US,1604,32,0
"Orange, Florida, US",US,1175,23,0
"Orange, Indiana, US",US,26,4,0
"Orange, New York, US",US,6303,211,0
"Orange, North Carolina, US",US,184,3,0
"Orange, Texas, US",US,53,0,0
"Orange, Vermont, US",US,5,0,0
"Orange, Virginia, US",US,20,0,0
"Orangeburg, South Carolina, US",US,43,0,0
"Oregon, Missouri, US",US,1,0,0
"Orleans, Louisiana, US",US,5671,329,0
"Orleans, New York, US",US,45,1,0
"Orleans, Vermont, US",US,9,0,0
"Osage, Kansas, US",US,4,0,0
"Osage, Missouri, US",US,4,0,0
"Osage, Oklahoma, US",US,56,8,0
"Osborne, Kansas, US",US,2,0,0
"Osceola, Florida, US",US,404,5,0
"Osceola, Iowa, US",US,3,0,0
"Osceola, Michigan, US",US,6,0,0
"Oscoda, Michigan, US",US,5,0,0
"Oswego, New York, US",US,45,2,0
"Otero, Colorado, US",US,6,0,0
"Otero, New Mexico, US",US,3,0,0
"Otoe, Nebraska, US",US,1,0,0
"Otsego, Michigan, US",US,67,5,0
"Otsego, New York, US",US,44,4,0
"Ottawa, Kansas, US",US,3,0,0
"Ottawa, Michigan, US",US,102,5,0
"Ottawa, Ohio, US",US,27,0,0
"Ottawa, Oklahoma, US",US,27,0,0
"Otter Tail, Minnesota, US",US,6,0,0
"Ouachita, Arkansas, US",US,5,0,0
"Ouachita, Louisiana, US",US,498,13,0
"Ouray, Colorado, US",US,4,1,0
"Out of GA, Georgia, US",US,861,7,0
"Out of HI, Hawaii, US",US,6,0,0
"Out of MI, Michigan, US",US,74,2,0
"Out of OK, Oklahoma, US",US,0,0,0
"Out of TN, Tennessee, US",US,273,1,0
"Outagamie, Wisconsin, US",US,33,2,0
"Overton, Tennessee, US",US,7,0,0
"Owen, Indiana, US",US,20,1,0
"Owsley, Kentucky, US",US,2,0,0
"Owyhee, Idaho, US",US,4,0,0
"Oxford, Maine, US",US,14,0,0
"Ozaukee, Wisconsin, US",US,70,9,0
"Pacific, Washington, US",US,1,0,0
"Page, Iowa, US",US,4,0,0
"Page, Virginia, US",US,13,0,0
"Palm Beach, Florida, US",US,2049,121,0
"Palo Pinto, Texas, US",US,6,1,0
"Pamlico, North Carolina, US",US,6,0,0
"Panola, Mississippi, US",US,33,2,0
"Panola, Texas, US",US,35,3,0
"Park, Colorado, US",US,6,0,0
"Park, Montana, US",US,7,0,0
"Park, Wyoming, US",US,1,0,0
"Parke, Indiana, US",US,9,0,0
"Parker, Texas, US",US,21,0,0
"Parmer, Texas, US",US,1,0,0
"Pasco, Florida, US",US,202,3,0
"Pasquotank, North Carolina, US",US,20,0,0
"Passaic, New Jersey, US",US,8038,250,0
"Patrick, Virginia, US",US,0,0,0
"Paulding, Georgia, US",US,126,7,0
"Paulding, Ohio, US",US,5,0,0
"Pawnee, Oklahoma, US",US,26,2,0
"Payette, Idaho, US",US,9,1,0
"Payne, Oklahoma, US",US,37,0,0
"Peach, Georgia, US",US,30,2,0
"Pearl River, Mississippi, US",US,116,10,0
"Pecos, Texas, US",US,5,0,0
"Pemiscot, Missouri, US",US,13,0,0
"Pend Oreille, Washington, US",US,2,0,0
"Pender, North Carolina, US",US,7,0,0
"Pendleton, Kentucky, US",US,5,0,0
