ID,Name,Type,Country,Title,Call Sign,Vessel Type,Tonnage,Gross Registered Tonnage,Vessel Flag,Vessel Owner,Aliases
15751,YK-AGC,aircraft,SDGT] [SYRIA] [IRGC] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Construction Number (also called L/N or S/N or F/N) 1198; Aircraft Manufacture Date 09 Apr 1976; Aircraft Model B.727-294; Aircraft Operator Syrianair; Aircraft Manufacturer's Serial Number (MSN) 21205; Linked To: SYRIAN ARAB AIRLINES.
15752,YK-AGB,aircraft,SDGT] [SYRIA] [IRGC] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Construction Number (also called L/N or S/N or F/N) 1194; Aircraft Manufacture Date 18 Mar 1976; Aircraft Model B.727-294; Aircraft Operator Syrianair; Aircraft Manufacturer's Serial Number (MSN) 21204; Linked To: SYRIAN ARAB AIRLINES.
15753,YK-AGA,aircraft,SDGT] [SYRIA] [IRGC] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Construction Number (also called L/N or S/N or F/N) 1188; Aircraft Manufacture Date 20 Feb 1976; Aircraft Model B.727-294; Aircraft Operator Syrianair; Aircraft Manufacturer's Serial Number (MSN) 21203; Linked To: SYRIAN ARAB AIRLINES.
15754,YK-AVA,aircraft,SDGT] [SYRIA] [IRGC] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 07 Oct 2008; Aircraft Model ATR-72-212A; Aircraft Operator Syrianair; Aircraft Manufacturer's Serial Number (MSN) 836; Linked To: SYRIAN ARAB AIRLINES.
15755,YK-AVB,aircraft,SDGT] [SYRIA] [IRGC] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 24 Dec 2008; Aircraft Model ATR-72-212A; Aircraft Operator Syrianair; Aircraft Manufacturer's Serial Number (MSN) 845; Linked To: SYRIAN ARAB AIRLINES.
15756,YK-AIA,aircraft,SDGT] [SYRIA] [IRGC] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date Jan 1985; Aircraft Model Tu-154M; Aircraft Operator Syrianair; Aircraft Manufacturer's Serial Number (MSN) 708; Linked To: SYRIAN ARAB AIRLINES.
15757,YK-AIC,aircraft,SDGT] [SYRIA] [IRGC] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date Mar 1985; Aircraft Model Tu-154M; Aircraft Operator Syrianair; Aircraft Manufacturer's Serial Number (MSN) 710; Linked To: SYRIAN ARAB AIRLINES.
15758,YK-AKA,aircraft,SDGT] [SYRIA] [IRGC] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 02 Sep 1998; Aircraft Model A320-232; Aircraft Operator Syrianair; Aircraft Manufacturer's Serial Number (MSN) 886; Linked To: SYRIAN ARAB AIRLINES.
15759,YK-AKB,aircraft,SDGT] [SYRIA] [IRGC] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 26 Oct 1998; Aircraft Model A320-232; Aircraft Operator Syrianair; Aircraft Manufacturer's Serial Number (MSN) 918; Linked To: SYRIAN ARAB AIRLINES.
15760,YK-AKC,aircraft,SDGT] [SYRIA] [IRGC] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 26 May 1999; Aircraft Model A320-232; Aircraft Operator Syrianair; Aircraft Manufacturer's Serial Number (MSN) 1032; Linked To: SYRIAN ARAB AIRLINES.
15761,YK-AKD,aircraft,SDGT] [SYRIA] [IRGC] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 17 Aug 1999; Aircraft Model A320-232; Aircraft Operator Syrianair; Aircraft Manufacturer's Serial Number (MSN) 1076; Linked To: SYRIAN ARAB AIRLINES.
15762,YK-AKE,aircraft,SDGT] [SYRIA] [IRGC] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 06 Sep 1999; Aircraft Model A320-232; Aircraft Operator Syrianair; Aircraft Manufacturer's Serial Number (MSN) 1085; Linked To: SYRIAN ARAB AIRLINES.
15763,YK-AKF,aircraft,SDGT] [SYRIA] [IRGC] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 11 Oct 1999; Aircraft Model A320-232; Aircraft Operator Syrianair; Aircraft Manufacturer's Serial Number (MSN) 1117; Linked To: SYRIAN ARAB AIRLINES.
15978,UR-CKF,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Construction Number (also called L/N or S/N or F/N) 341; Aircraft Manufacture Date 20 Dec 1998; Aircraft Model BAe-146 Avro RJ100; Aircraft Operator Mahan Air; Aircraft Manufacturer's Serial Number (MSN) 3341; Additional Sanctions Information - Subject to Secondary Sanctions.
15979,UR-CKG,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Construction Number (also called L/N or S/N or F/N) 362; Aircraft Manufacture Date 16 Nov 1999; Aircraft Model BAe-146 Avro RJ100; Aircraft Operator Mahan Air; Aircraft Manufacturer's Serial Number (MSN) 3362; Additional Sanctions Information - Subject to Secondary Sanctions.
15995,UR-CJW,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Construction Number (also called L/N or S/N or F/N) 358; Aircraft Manufacture Date 12 Sep 1999; Aircraft Model BAe-146 Avro RJ100; Aircraft Manufacturer's Serial Number (MSN) 3358; Additional Sanctions Information - Subject to Secondary Sanctions.
15996,UR-CKJ,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Construction Number (also called L/N or S/N or F/N) 343; Aircraft Manufacture Date 04 Sep 1999; Aircraft Model BAe-146 Avro RJ100; Aircraft Operator Mahan Air; Aircraft Manufacturer's Serial Number (MSN) 3343; Additional Sanctions Information - Subject to Secondary Sanctions.
15997,UR-CKY,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Construction Number (also called L/N or S/N or F/N) 146; Aircraft Manufacture Date 08 Jan 1990; Aircraft Model BAe-146 Avro RJ100; Aircraft Operator Mahan Air; Aircraft Manufacturer's Serial Number (MSN) 3146; Additional Sanctions Information - Subject to Secondary Sanctions.
15998,UR-CKX,aircraft,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Construction Number (also called L/N or S/N or F/N) 131; Aircraft Manufacture Date 25 May 1989; Aircraft Model BAe-146 Avro RJ300; Aircraft Operator Ukrainian-Mediterranean Airlines; alt. Aircraft Operator Ukrainian-Mediterranean Airlines; Aircraft Manufacturer's Serial Number (MSN) 3131.
15999,UR-CKZ,aircraft,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Construction Number (also called L/N or S/N or F/N) 159; Aircraft Manufacture Date 01 Jan 1990; Aircraft Model BAe-146 Avro RJ300; Aircraft Operator Ukrainian-Mediterranean Airlines; Aircraft Manufacturer's Serial Number (MSN) 3159.
18150,MSN 391,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 2002; Aircraft Model Airbus A340-642; Aircraft Manufacturer's Serial Number (MSN) 391; Aircraft Tail Number EP-MMH; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
18151,MSN 449,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 2002; Aircraft Model Airbus A340-642; Previous Aircraft Tail Number YI-NAE; Aircraft Manufacturer's Serial Number (MSN) 449; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
18152,MSN 416,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 2002; Aircraft Model Airbus A340-642; Previous Aircraft Tail Number YI-NAD; Aircraft Manufacturer's Serial Number (MSN) 416; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
18153,MSN 371,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 2001; Aircraft Model Airbus A340-642; Previous Aircraft Tail Number YI-NAC; Aircraft Manufacturer's Serial Number (MSN) 371; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
18154,MSN 376,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 2001; Aircraft Model Airbus A340-642; Previous Aircraft Tail Number YI-NAB; Aircraft Manufacturer's Serial Number (MSN) 376; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
18155,MSN 383,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 2002; Aircraft Model Airbus A340-642; Previous Aircraft Tail Number YI-NAA; Aircraft Manufacturer's Serial Number (MSN) 383; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
18156,MSN 615,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 2004; Aircraft Model Airbus A340-642; Previous Aircraft Tail Number G-VSSH; Aircraft Manufacturer's Serial Number (MSN) 615; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
18157,MSN 164,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 1997; Aircraft Model Airbus A340-313X; Previous Aircraft Tail Number G-VAIR; Aircraft Manufacturer's Serial Number (MSN) 164; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
18158,MSN 550,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 1995; Aircraft Model Airbus A321-131; Previous Aircraft Tail Number 2-WGLP; Aircraft Manufacturer's Serial Number (MSN) 550; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
20540,P-532,aircraft,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 1974; Aircraft Model AN24-RV; Aircraft Operator Air Koryo; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
20541,P-533,aircraft,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 1974; Aircraft Model AN24-RV; Aircraft Operator Air Koryo; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
20542,P-537,aircraft,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 1966; Aircraft Model AN24-B; Aircraft Operator Air Koryo; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
20543,P-552,aircraft,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 1976; Aircraft Model T154-B; Aircraft Operator Air Koryo; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
20544,P-561,aircraft,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 1983; Aircraft Model T154-B; Aircraft Operator Air Koryo; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
20545,P-632,aircraft,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 1994; Aircraft Model T204-300; Aircraft Operator Air Koryo; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
20546,P-633,aircraft,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 2009; Aircraft Model T204-100; Aircraft Operator Air Koryo; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
20547,P-671,aircraft,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 2012; Aircraft Model A148-100; Aircraft Operator Air Koryo; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
20548,P-672,aircraft,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 2015; Aircraft Model A148-100; Aircraft Operator Air Koryo; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
20549,P-813,aircraft,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 1983; Aircraft Model T134-B; Aircraft Operator Air Koryo; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
20551,P-835,aircraft,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 1969; Aircraft Model IL18-D; Aircraft Operator Air Koryo; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
20552,P-881,aircraft,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 1986; Aircraft Model IL62-M; Aircraft Operator Air Koryo; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
20553,P-885,aircraft,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 1979; Aircraft Model IL62-M; Aircraft Operator Air Koryo; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
20554,P-912,aircraft,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 1990; Aircraft Model IL76-TD; Aircraft Operator Air Koryo; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
20555,P-913,aircraft,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 1990; Aircraft Model IL76-TD; Aircraft Operator Air Koryo; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
20556,P-914,aircraft,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date 1990; Aircraft Model IL76-TD; Aircraft Operator Air Koryo; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
20861,N200VR,aircraft,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Model Gulfstream 200; Aircraft Manufacturer's Serial Number (MSN) 133; Aircraft Tail Number N200VR; Linked To: 200G PSA HOLDINGS LLC.
24475,EP-PUL,aircraft,SDGT] [IRGC] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 1983; Aircraft Model IL-76; Aircraft Operator Pouya Air; Aircraft Manufacturer's Serial Number (MSN) 33448393; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: POUYA AIR.
24476,EP-PUA,aircraft,SDGT] [IRGC] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 1998; Aircraft Model An-74; Aircraft Operator Pouya Air; Aircraft Manufacturer's Serial Number (MSN) 3654701211055; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: POUYA AIR.
24477,EP-PUM,aircraft,SDGT] [IRGC] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 2002; Aircraft Model An-74; Aircraft Operator Pouya Air; Aircraft Manufacturer's Serial Number (MSN) 3654701211059; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: POUYA AIR.
24478,EP-LDA,aircraft,SDGT] [IRGC] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 17 Sep 1997; Aircraft Model ERJ-145; Aircraft Operator Pouya Air; Aircraft Manufacturer's Serial Number (MSN) 145025; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: POUYA AIR.
24479,EP-LDC,aircraft,SDGT] [IRGC] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 26 Sep 1997; Aircraft Model ERJ-145; Aircraft Operator Pouya Air; Aircraft Manufacturer's Serial Number (MSN) 145026; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: POUYA AIR.
24480,EP-CAR,aircraft,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 21 Jun 1993; Aircraft Model B737; Aircraft Operator Caspian Air; Aircraft Manufacturer's Serial Number (MSN) 26451; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: CASPIAN AIRLINES.
24481,EP-CAQ,aircraft,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 01 Oct 1992; Aircraft Model B737; Aircraft Operator Caspian Air; Aircraft Manufacturer's Serial Number (MSN) 26467; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: CASPIAN AIRLINES.
24482,EP-CAP,aircraft,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 18 Sep 1992; Aircraft Model B737; Aircraft Operator Caspian Air; Aircraft Manufacturer's Serial Number (MSN) 26466; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: CASPIAN AIRLINES.
24483,EP-CAS,aircraft,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 31 Aug 1999; Aircraft Model DC-9; Aircraft Operator Caspian Air; Aircraft Manufacturer's Serial Number (MSN) 53623; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: CASPIAN AIRLINES.
24484,EP-CPD,aircraft,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date Aug 1995; Aircraft Model DC-9; Aircraft Operator Caspian Air; Aircraft Manufacturer's Serial Number (MSN) 53188; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: CASPIAN AIRLINES.
24485,EP-CPZ,aircraft,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date Aug 1994; Aircraft Model DC-9; Aircraft Operator Caspian Air; Aircraft Manufacturer's Serial Number (MSN) 53464; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: CASPIAN AIRLINES.
24486,EP-CPX,aircraft,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date Jul 1994; Aircraft Model DC-9; Aircraft Operator Caspian Air; Aircraft Manufacturer's Serial Number (MSN) 53463; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: CASPIAN AIRLINES.
24487,EP-CPU,aircraft,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date Apr 1994; Aircraft Model DC-9; Aircraft Operator Caspian Air; Aircraft Manufacturer's Serial Number (MSN) 53223; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: CASPIAN AIRLINES.
24488,EP-CPV,aircraft,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 20 Oct 1990; Aircraft Model DC-9; Aircraft Operator Caspian Air; Aircraft Manufacturer's Serial Number (MSN) 49938; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: CASPIAN AIRLINES.
24489,EP-MOR,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 20 Nov 2001; Aircraft Model BAe RJ85; Aircraft Operator Mahan Air; Aircraft Manufacturer's Serial Number (MSN) 2392; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
24490,EP-MOS,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 15 Mar 1999; Aircraft Model BAe RJ85; Aircraft Operator Mahan Air; Aircraft Manufacturer's Serial Number (MSN) 2347; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
24491,EP-MOQ,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 24 Mar 1995; Aircraft Model BAe RJ85; Aircraft Operator Mahan Air; Aircraft Manufacturer's Serial Number (MSN) 2261; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
24492,EP-MOP,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 14 Mar 1995; Aircraft Model BAe RJ85; Aircraft Operator Mahan Air; Aircraft Manufacturer's Serial Number (MSN) 2257; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
24493,EP-MOM,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 12 May 1990; Aircraft Model BAe 146-300; Aircraft Operator Mahan Air; Aircraft Manufacturer's Serial Number (MSN) 3165; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
24494,EP-MOD,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 12 Nov 1990; Aircraft Model BAe 146-300; Aircraft Operator Mahan Air; Aircraft Manufacturer's Serial Number (MSN) 3162; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
24495,EP-MMV,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 12 Aug 1987; Aircraft Model BAe 146-200; Aircraft Operator Mahan Air; Aircraft Manufacturer's Serial Number (MSN) 2079; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
24496,EP-MMJ,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 05 Oct 1989; Aircraft Model A310-304; Aircraft Operator Mahan Air; Aircraft Manufacturer's Serial Number (MSN) 526; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
24497,EP-MNF,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 07 Aug 1990; Aircraft Model A310-304; Aircraft Operator Mahan Air; Aircraft Manufacturer's Serial Number (MSN) 547; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
24498,EP-MMA,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 08 Sep 1993; Aircraft Model A340-311; Aircraft Operator Mahan Air; Aircraft Manufacturer's Serial Number (MSN) 20; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
24499,EP-MMB,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 07 Dec 1994; Aircraft Model A340-311; Aircraft Operator Mahan Air; Aircraft Manufacturer's Serial Number (MSN) 56; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
24500,EP-MMC,aircraft,SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 18 Jun 1999; Aircraft Model A340-313X; Aircraft Operator Mahan Air; Aircraft Manufacturer's Serial Number (MSN) 282; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MAHAN AIR.
24503,EP-SIG,aircraft,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 15 Feb 1995; Aircraft Model A300; Aircraft Operator Meraj Air; Aircraft Manufacturer's Serial Number (MSN) 750; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MERAJ AIR.
24504,EP-SIF,aircraft,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 19 Oct 1995; Aircraft Model A300; Aircraft Operator Meraj Air; Aircraft Manufacturer's Serial Number (MSN) 762; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MERAJ AIR.
24505,EP-AJI,aircraft,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 11 Aug 2000; Aircraft Model A320; Aircraft Operator Meraj Air; Aircraft Manufacturer's Serial Number (MSN) 1300; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MERAJ AIR.
