ID,Name,Type,Country,Title,Call Sign,Vessel Type,Tonnage,Gross Registered Tonnage,Vessel Flag,Vessel Owner,Aliases
18956,RUELAS TORRES DRUG TRAFFICKING ORGANIZATION,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
18961,RESORT NIZHNYAYA OREANDA,-0- ,UKRAINE-EO13685,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website http://www.oreanda.biz; Email Address info@oreanda.biz; Registration ID 1149102054221; Tax ID No. 9103006321; Government Gazette Number 00705605.
18962,OTKRYTOE AKTSIONERNOE OBSHCHESTVO VNESHNEEKONOMICHESKOE OBEDINENIE TEKHNOPROMEKSPORT,-0- ,UKRAINE-EO13685,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Email Address inform@tpe.ru; Registration ID 1067746244026 (Russia); Tax ID No. 7705713236 (Russia); Government Gazette Number 02839043 (Russia); a.k.a. 'JSC TPE'.
18964,STATE ENTERPRISE FACTORY OF SPARKLING WINE NOVY SVET,-0- ,UKRAINE-EO13685,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website http://nsvet.com.ua/en/contacts; Email Address boss@nsvet.com.ua; Registration ID 00412665 (Ukraine).
18965,STATE ENTERPRISE UNIVERSAL-AVIA,-0- ,UKRAINE-EO13685,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Registration ID 1159102026742; Tax ID No. 9102159300; Government Gazette Number 00830954.
18966,CRIMEAN ENTERPRISE AZOV DISTILLERY PLANT,-0- ,UKRAINE-EO13685,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Registration ID 01271681 (Ukraine).
18991,PRIMAX BUSINESS CONSULTANTS LIMITED,-0- ,SYRIA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Registration ID HE 143062 (Cyprus); Linked To: KHURI, Mudalal; Linked To: NICOLAOU, Nicos."
18992,HUDSOTRADE LIMITED,-0- ,SYRIA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website http://www.primax.com.cy; Registration ID C81329 (Cyprus); Linked To: KHURI, Mudalal; Linked To: NICOLAOU, Nicos; Linked To: PRIMAX BUSINESS CONSULTANTS LIMITED."
18993,EZEGOO INVESTMENTS LTD,-0- ,SYRIA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"National ID No. C310521 (Cyprus); Linked To: KHURI, Mudalal; Linked To: NICOLAOU, Nicos; Linked To: PRIMAX BUSINESS CONSULTANTS LIMITED."
18994,KREMSONT COMMERCIAL INC.,-0- ,SYRIA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Linked To: KHURI, Mudalal."
18995,RUSSIAN FINANCIAL ALLIANCE BANK,-0- ,SYRIA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"SWIFT/BIC MNGRRUMM; Website www.rfabank.ru; all offices worldwide; a.k.a. 'AKB RFA, OAO'; a.k.a. 'OJSC JSCB RFA'; Linked To: KHURI, Mudalal; Linked To: ILYUMZHINOV, Kirsan Nikolayevich."
18997,HESCO ENGINEERING & CONSTRUCTION CO,-0- ,SYRIA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Company Number 05527424 (United Kingdom); Linked To: HASWANI, George."
19028,TRANSSERVICE LLC,-0- ,UKRAINE-EO13661,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Linked To: TRANSOIL.
19031,JOINT STOCK COMPANY GENBANK,-0- ,UKRAINE-EO13685,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,SWIFT/BIC GEOORUMM; Website www.genbank.ru; Email Address info@genbank.ru; Registration ID 1137711000074 (Russia).
19032,OPEN JOINT STOCK COMPANY KRASNODAR REGIONAL INVESTMENT BANK,-0- ,UKRAINE-EO13685,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,SWIFT/BIC KRRIRU22; Website www.kibank.ru; Email Address mail@kibank.ru; Registration ID 1022300000029 (Russia); All offices worldwide.
19033,OPEN JOINT STOCK COMPANY COMMERCIAL BANK VERKHNEVOLZHSKY,-0- ,UKRAINE-EO13685,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,SWIFT/BIC VECARU21; alt. SWIFT/BIC VVBKRU2Y; Website www.vvbank.ru; Email Address vbank@yaroslavl.ru; Registration ID 1027600000185 (Russia).
19034,JOINT STOCK COMPANY SEVASTOPOLSKY MORSKOY BANK,-0- ,UKRAINE-EO13685,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,SWIFT/BIC MORKUAUK; Website www.morskoybank.com; Email Address root@morskoybank.com; Registration ID 1149204013397.
19036,PAO MOSOBLBANK,-0- ,UKRAINE-EO13661,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,SWIFT/BIC MOBKRUMM; Linked To: SMP BANK.
19037,INRESBANK OOO,-0- ,UKRAINE-EO13661,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,SWIFT/BIC INKKRUM1; alt. SWIFT/BIC IREPRUMM; Linked To: SMP BANK.
19038,AVIA GROUP TERMINAL LIMITED LIABILITY COMPANY,-0- ,UKRAINE-EO13661,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Linked To: AVIA GROUP LLC.
19040,OAO VOLGOGRADNEFTEMASH,-0- ,UKRAINE-EO13661,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Linked To: STROYGAZMONTAZH.
19044,LERMA TRADING S.A.,-0- ,UKRAINE-EO13661,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
19045,LTS HOLDING LIMITED,-0- ,UKRAINE-EO13661,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
19046,MAPLES SA,-0- ,UKRAINE-EO13661,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
19047,FENTEX PROPERTIES LTD.,-0- ,UKRAINE-EO13661,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
19048,WHITE SEAL HOLDINGS LIMITED,-0- ,UKRAINE-EO13661,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
19088,ARROCERA CONTADORA,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Matricula Mercantil No 57192402 (Medellin).
19089,JOSE PIELES,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Matricula Mercantil No 54369602 (Medellin).
19090,COMERCIALIZADORA TROPPO SOCIEDAD ANONIMA,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 800142500-2 (Colombia).
19091,SUBASTA GANADERA DE CAUCASIA S.A.,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 811016451-0 (Colombia).
19092,FRIGORIFICO DEL CAUCA S.A.S.,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 811017934-0 (Colombia).
19093,RECREO S.A.,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 830500371-4 (Colombia).
19094,GOODY PET S.A.S.,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 900713562-2 (Colombia).
19095,DYSTRY PANAMA S.A.,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 245800-1-402386 (Panama).
19096,GUMOBARO S.A.S.,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 811002414-7 (Colombia).
19097,LA ALIANZA GANADERA LTDA.,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 900185737-8 (Colombia).
19098,CONSTRUCTORA PIEDRA DEL CASTILLO S.A.S.,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,NIT # 900848164-4 (Colombia).
19100,LORD'S RESISTANCE ARMY,-0- ,CAR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,a.k.a. 'LRA'; a.k.a. 'LRM'; a.k.a. 'LRM/A'.
19134,LAREDO DRUG TRAFFICKING ORGANIZATION,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
19144,"GRUPO CIMA PANAMA, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 408392-1-425571 (Panama); alt. RUC # 425571-1-408392 (Panama).
19145,"SOHO PANAMA, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 2422734-1-808115 (Panama).
19146,"INMOBILIARIA ROYPAL, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 46966-79-305611 (Panama).
19147,FELIX B. MADURO S.A.,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 811226-1-498041 (Panama); alt. RUC # 78-273-13798 (Panama).
19149,"PANLI HOLDINGS, INC.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 144868-1-384842 (Panama).
19150,"NARANJO ABAJO, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 657-564-1462 (Panama); alt. RUC # 657-564-14620 (Panama).
19151,"SOHO DEVELOPERS, INC.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 2046910-1-747341 (Panama).
19152,"HERMANOS WAKED, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 466694-1-433666 (Panama).
19153,FRANQUICIAS MULTIPLES S.A.,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 1874692-1-717842 (Panama).
19154,"ADMINISTRACION MILLENIUM PLAZA, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 1050723-1-547544 (Panama).
19155,"XZACT, INC.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 697297-1-467988 (Panama).
19156,ALBORADA S.A.,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 63628-51-355574 (Panama).
19157,"ALBORADA GARDENS, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 1992533-1-738897 (Panama).
19158,"HOTELERA MUNDIAL, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 22515-10-201355 (Panama).
19159,"V.P. PROPERTIES, INC.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 2088592-1-754706 (Panama).
19160,"LA GRAN BODEGA, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 580601-1-448114 (Panama).
19161,SEGOVIA IMPORT & EXPORT CORP.,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 1153864-1-572287 (Panama).
19162,"PANAMA-CHILE INTERNACIONAL, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 883961-1-511666 (Panama).
19163,"RESCATES MARINOS, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 1192450-1-580499 (Panama).
19164,"FOOD COURT PLAZA MILENIO, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 1103474-1-560398 (Panama).
19165,"PLAZA MILENIO, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 15280-1-366202 (Panama).
19166,"INVERSIONES MP, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 1603791-1-666816 (Panama).
19167,"BIENES RAICES DEL CARIBE, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 72212-1-374180 (Panama).
19168,CACIQUE 1 S.A.,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 155598483-2-2015 (Panama).
19169,"PANAMA BIG GAME FISHING, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 1538534-1-655100 (Panama).
19170,"LA GRAN VIA ZONA LIBRE, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 26025-152-221903 (Panama); alt. RUC # 26025-152-221909 (Panama).
19171,"URBANIZACION ALHAMBRA, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 998416-1-535687 (Panama).
19172,"RESIDENCIAL CANAL VIEW, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 22723-133-202910 (Panama).
19173,"HACIENDA PAULISTA, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 466985-1-433708 (Panama).
19174,INMOBILIARIA J & M CORP,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 884675-1-511785 (Panama).
19175,"NUTRISHOP, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 1013362-1-538789 (Panama).
19176,"SISTEMA CORESCO, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 59784-2-345231 (Panama); alt. RUC # 1776589-1-345231 (Panama).
19177,"HN Y N (HOT NEWS Y NEWS) PUBLICIDAD, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 715153-1-471751 (Panama).
19178,"INVERSIONES LDT, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 40136-117-278301 (Panama).
19179,SERVICIO DE EQUIPO RODANTE INCORPORADO,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 16143-166-154062 (Panama); a.k.a. 'SER INC.'.
19180,"MALALA 786, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 2300164-1-789790 (Panama).
19181,"WAKED INTERNACIONAL PANAMA, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 197517-1-394851 (Panama).
19182,WAYSIDE CORPORATION,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 10415-108-106338 (Panama).
19183,GLENDOR FINANCE S.A.,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 2041747-1-746484 (Panama).
19184,"LA RIVIERA, PANAMA, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 556399-1-444264 (Panama).
19185,"ABIF INVESTMENT, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 2022799-1-743641 (Panama).
19186,"WAREHOUSE OUTLETS, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 61872-33-350508 (Panama).
19187,"TROLL PROPERTIES, INC.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 991715-1-534344 (Panama).
19188,"INMOBILIARIA MULTI-TIENDAS, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 1008619-1-537654 (Panama).
19190,"DISTRIBUIDORA MARBELLA, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 11542-26-115837 (Panama).
19191,"A.M. WAKED E HIJOS, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 26961-10-226532 (Panama).
19192,"GRUPO LA RIVIERA PANAMA, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 2038708-1-745998 (Panama).
19193,"LAGUNA MAR INTERNACIONAL, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 212214-1-397111 (Panama).
19194,"VISION 20-20, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 2107640-1-757913 (Panama).
19195,GRUPO CEDRO PANAMA S.A.,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 2039933-1-746238 (Panama).
19196,"INVERSIONES DEL ATLANTICO, LTD.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 951371-1-526012 (Panama).
19197,"TATUNG INTERNACIONAL, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 41534-72-284178 (Panama).
19198,ADJUSTMENT BUSINESS CORP.,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 264715-1-405109 (Panama).
19199,"MEDAL INVERSIONES, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 62962-44-353646 (Panama).
19200,"CORPORACION MARITIMA DE COLON, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 44053-63-293930 (Panama); alt. RUC # 44503-63-293930 (Panama).
19202,"DESARROLLO URBANISTICO DEL ATLANTICO, S.A.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 30564-13-239335 (Panama); a.k.a. 'D.U.A.S.A.'.
19249,"ANHUI LAND GROUP CO., LIMITED",-0- ,NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Registration ID 1774300 (Hong Kong).
19253,CANDID GENERAL TRADING LLC,-0- ,NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions.
19254,MABROOKA TRADING CO L.L.C.,-0- ,NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Registration ID 500871; Linked To: NAVID COMPOSITE MATERIAL COMPANY.
19276,SPECTRUM INVESTMENT GROUP HOLDING SAL,-0- ,SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; Business Registration Document # 1990106 (Lebanon); a.k.a. 'SPECTRUM HOLDING'; Linked To: CHARARA, Ali Youssef."
19308,"WESTLINE ENTERPRISES, INC.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,RUC # 1351606-1-617448 (Panama).
19390,TRADE POINT INTERNATIONAL S.A.R.L.,-0- ,SDGT,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; Registration ID 2020615; Linked To: NOUREDDINE, Mohamad."
19429,HASSAN DRUG TRAFFICKING ORGANIZATION,-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
19489,WORKERS' PARTY OF KOREA CENTRAL MILITARY COMMISSION,-0- ,DPRK2,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
19490,NATIONAL DEFENSE COMMISSION,-0- ,DPRK2,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
19492,ACADEMY OF NATIONAL DEFENSE SCIENCE,-0- ,NPWMD,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
19493,MINISTRY OF ATOMIC ENERGY INDUSTRY,-0- ,NPWMD,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
19508,ILSIM INTERNATIONAL BANK,-0- ,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"SWIFT/BIC ILSIKPPY; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
19509,KOREA UNITED DEVELOPMENT BANK,-0- ,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"SWIFT/BIC KUDBKPPY; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
19528,"KOREAN WORKERS PARTY, PROPAGANDA AND AGITATION DEPARTMENT",-0- ,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
19530,NATIONAL AEROSPACE DEVELOPMENT ADMINISTRATION,-0- ,NPWMD,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; a.k.a. 'NADA'."
19569,CHONGBONG SHIPPING CO LTD,-0- ,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 5878589."
19571,OCEAN BUNKERING JV CO,-0- ,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 4199470."
19574,HOERYONG SHIPPING CO LTD,-0- ,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 5817786."
19576,MIRIM SHIPPING CO LTD,-0- ,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 5647684."
19579,KOREA SAMILPO SHIPPING CO,-0- ,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 1701459."
19580,KOREAN POLISH SHPG CO LTD,-0- ,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 1267131."
19581,THAEPHYONGSAN SHIPPING CO LTD,-0- ,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 5878575."
19583,KOREA ZUZAGBONG MARITIME LTD,-0- ,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 1991835."
19586,KOREA OCEAN SHIPPING AGENCY,-0- ,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
19587,KOREAN BUYON SHIPPING CO. LTD.,-0- ,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 5057119."
19611,KOREA GENERAL CORPORATION FOR EXTERNAL CONSTRUCTION,-0- ,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
19612,NAMGANG CONSTRUCTION,-0- ,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
19613,KOREA RUNGRADO GENERAL TRADING CORPORATION,-0- ,DPRK3,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
